                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                  5.003,                 4.5175,                 4.2233,                0.00025,                0.00284,                0.00016,                  7e-05,                 5.0802,                 4.6648,                 4.1667,                0.00044,                0.00044,                0.00044
                      2,                 4.2425,                 3.7665,                 3.7402,                0.00027,                0.00363,                0.00015,                  6e-05,                 5.1101,                 4.6004,                 4.2263,             0.00088218,             0.00088218,             0.00088218
                      3,                  3.575,                 2.9781,                 2.8713,                0.00026,                0.00332,                0.00014,                  6e-05,                  5.187,                 4.5227,                 4.4206,              0.0013061,              0.0013061,              0.0013061
                      4,                 3.2488,                 2.5928,                 2.4137,                0.00134,                0.00648,                0.00068,                0.00023,                 5.0328,                 4.5228,                 4.3422,              0.0017119,              0.0017119,              0.0017119
                      5,                 3.0269,                 2.3129,                 2.1631,                0.29198,                0.05055,                0.04763,                0.01382,                 3.3393,                 3.1947,                 2.7648,              0.0018416,              0.0018416,              0.0018416
                      6,                 2.9278,                  2.054,                 1.8918,                0.32453,                0.22082,                0.17128,                0.05503,                  2.801,                 2.3433,                 1.9972,               0.001802,               0.001802,               0.001802
                      7,                  2.876,                 1.9887,                 1.8127,                0.34291,                0.26031,                0.21092,                0.07251,                  2.709,                 2.3947,                 1.8664,              0.0017624,              0.0017624,              0.0017624
                      8,                 2.7657,                 1.8798,                  1.729,                0.40689,                0.27831,                0.25406,                0.07958,                  2.698,                 2.4544,                 1.7773,              0.0017228,              0.0017228,              0.0017228
                      9,                 2.7065,                 1.7934,                 1.6719,                0.46001,                0.29711,                0.28045,                0.09333,                 2.6067,                 1.9405,                 1.6969,              0.0016832,              0.0016832,              0.0016832
                     10,                 2.6646,                 1.7408,                 1.6443,                 0.4851,                0.32033,                0.32689,                0.11025,                 2.6068,                 2.0991,                 1.6788,              0.0016436,              0.0016436,              0.0016436
                     11,                 2.5636,                 1.6176,                  1.566,                0.49741,                0.31685,                0.33201,                0.11552,                  2.492,                 1.7248,                 1.6615,               0.001604,               0.001604,               0.001604
                     12,                 2.5502,                 1.5697,                 1.5561,                0.47072,                0.30295,                 0.2982,                 0.0904,                 2.6414,                 2.1671,                 1.6494,              0.0015644,              0.0015644,              0.0015644
                     13,                 2.5313,                  1.568,                  1.534,                0.55176,                 0.3644,                0.38082,                0.12933,                 2.4184,                 1.7012,                 1.5937,              0.0015248,              0.0015248,              0.0015248
                     14,                 2.4634,                  1.509,                 1.5115,                0.57339,                0.38019,                0.41556,                0.15675,                 2.3685,                 1.6427,                  1.549,              0.0014852,              0.0014852,              0.0014852
                     15,                 2.4158,                 1.4496,                 1.4606,                0.55526,                0.37577,                0.38613,                0.13386,                 2.4099,                 1.6043,                 1.5602,              0.0014456,              0.0014456,              0.0014456
                     16,                 2.3708,                 1.4043,                 1.4467,                0.60792,                0.38621,                0.42232,                0.16134,                 2.3414,                 1.5044,                 1.5418,               0.001406,               0.001406,               0.001406
                     17,                 2.4073,                 1.4468,                 1.4719,                0.62165,                0.40325,                0.45461,                0.17388,                 2.3354,                 1.4762,                 1.5238,              0.0013664,              0.0013664,              0.0013664
                     18,                  2.331,                  1.379,                 1.4482,                0.63878,                 0.4091,                0.45541,                0.17528,                 2.2755,                 1.4246,                  1.509,              0.0013268,              0.0013268,              0.0013268
                     19,                 2.2944,                 1.3439,                  1.436,                 0.6669,                0.42442,                 0.4798,                0.18562,                 2.2418,                 1.4173,                 1.4876,              0.0012872,              0.0012872,              0.0012872
                     20,                 2.3045,                 1.3384,                 1.4358,                0.64568,                0.42015,                0.46162,                0.17726,                 2.2345,                 1.3529,                 1.4924,              0.0012476,              0.0012476,              0.0012476
                     21,                 2.2774,                 1.3179,                 1.4033,                 0.6787,                0.42584,                0.48162,                0.18982,                 2.2209,                 1.3647,                 1.4681,               0.001208,               0.001208,               0.001208
                     22,                 2.2701,                 1.2863,                 1.4084,                0.66661,                0.42667,                 0.4824,                0.20003,                  2.187,                  1.358,                 1.4552,              0.0011684,              0.0011684,              0.0011684
                     23,                 2.2731,                 1.2892,                 1.3875,                0.69349,                  0.446,                0.52042,                0.21145,                 2.1887,                   1.34,                 1.4361,              0.0011288,              0.0011288,              0.0011288
                     24,                 2.2146,                 1.2432,                 1.3715,                0.67002,                0.47023,                0.51502,                0.19328,                 2.1867,                 1.3046,                 1.4467,              0.0010892,              0.0010892,              0.0010892
                     25,                 2.2214,                 1.2499,                 1.3685,                 0.6763,                0.46002,                0.51715,                0.21109,                 2.1558,                 1.3654,                 1.4247,              0.0010496,              0.0010496,              0.0010496
                     26,                 2.2104,                 1.2842,                 1.3789,                0.68542,                0.46185,                0.52493,                 0.2172,                 2.1534,                 1.2695,                 1.4297,                0.00101,                0.00101,                0.00101
                     27,                 2.1839,                 1.2255,                  1.372,                0.69171,                0.47038,                 0.5275,                 0.1995,                 2.1656,                 1.3281,                 1.4386,              0.0009704,              0.0009704,              0.0009704
                     28,                 2.2212,                 1.2576,                 1.4039,                0.70292,                0.47501,                0.53797,                0.21834,                 2.1364,                 1.2503,                 1.4295,              0.0009308,              0.0009308,              0.0009308
                     29,                 2.2105,                 1.2098,                  1.358,                0.73126,                0.48602,                0.56075,                0.23263,                 2.1129,                 1.2135,                 1.4096,              0.0008912,              0.0008912,              0.0008912
                     30,                 2.1614,                 1.1898,                 1.3504,                0.70453,                0.47496,                0.54692,                0.22521,                 2.1368,                  1.267,                  1.405,              0.0008516,              0.0008516,              0.0008516
                     31,                 2.1455,                 1.1803,                 1.3364,                0.72929,                0.48722,                0.56261,                0.22764,                 2.1066,                 1.2255,                 1.3988,               0.000812,               0.000812,               0.000812
                     32,                 2.1485,                  1.164,                 1.3162,                0.71233,                 0.4925,                0.56246,                0.22829,                 2.0973,                 1.2031,                 1.3999,              0.0007724,              0.0007724,              0.0007724
                     33,                 2.1391,                 1.1676,                 1.3316,                0.70315,                0.48825,                0.55408,                 0.2335,                 2.0781,                 1.2038,                 1.3991,              0.0007328,              0.0007328,              0.0007328
                     34,                 2.1375,                 1.1779,                 1.3446,                0.72853,                0.49139,                0.56832,                0.23822,                 2.0564,                 1.1959,                 1.3787,              0.0006932,              0.0006932,              0.0006932
                     35,                 2.1246,                 1.1382,                 1.3357,                0.73111,                 0.4966,                0.56752,                0.23036,                 2.0829,                 1.1614,                  1.389,              0.0006536,              0.0006536,              0.0006536
                     36,                 2.1019,                 1.1526,                 1.3441,                0.73339,                0.48968,                0.56019,                0.23953,                 2.0606,                 1.1334,                 1.3713,               0.000614,               0.000614,               0.000614
                     37,                 2.0928,                 1.1152,                 1.3061,                0.74839,                 0.5107,                0.58472,                0.24043,                 2.0724,                 1.2012,                 1.3835,              0.0005744,              0.0005744,              0.0005744
                     38,                 2.0734,                 1.1135,                 1.3114,                0.74079,                0.50467,                0.58965,                0.25138,                 2.0391,                 1.1322,                 1.3603,              0.0005348,              0.0005348,              0.0005348
                     39,                   2.07,                 1.1027,                 1.2941,                0.73569,                0.50033,                0.57935,                0.23668,                 2.0917,                 1.1985,                 1.3812,              0.0004952,              0.0004952,              0.0004952
                     40,                 2.0707,                 1.1086,                 1.2856,                0.73784,                0.51925,                0.59146,                0.25421,                 2.0206,                 1.1171,                 1.3634,              0.0004556,              0.0004556,              0.0004556
                     41,                 2.0448,                 1.1695,                 1.3169,                0.73436,                0.47771,                0.56102,                0.23876,                 2.0764,                 1.2666,                 1.3761,               0.000416,               0.000416,               0.000416
                     42,                 2.0338,                 1.1308,                 1.3196,                0.73435,                0.50671,                0.58676,                0.25542,                 2.0023,                 1.1448,                 1.3367,              0.0003764,              0.0003764,              0.0003764
                     43,                 2.0119,                 1.1079,                 1.3105,                0.74905,                0.51177,                0.58772,                0.25389,                 2.0063,                  1.198,                 1.3566,              0.0003368,              0.0003368,              0.0003368
                     44,                 2.0031,                 1.0767,                 1.3053,                0.73236,                0.51493,                0.59327,                0.24955,                 2.0317,                 1.1411,                 1.3444,              0.0002972,              0.0002972,              0.0002972
                     45,                 2.0168,                 1.0647,                 1.3061,                0.75399,                0.51098,                0.59302,                0.25701,                 1.9953,                 1.1078,                 1.3396,              0.0002576,              0.0002576,              0.0002576
                     46,                 2.0145,                  1.097,                 1.3167,                0.74709,                0.53003,                0.60549,                0.26327,                 1.9677,                  1.114,                 1.3329,               0.000218,               0.000218,               0.000218
                     47,                 1.9959,                 1.0627,                 1.2993,                0.75285,                0.52693,                0.60866,                0.26515,                  1.966,                 1.0968,                 1.3243,              0.0001784,              0.0001784,              0.0001784
                     48,                 1.9961,                 1.0505,                 1.2999,                0.75561,                 0.5274,                0.60569,                0.26558,                 1.9719,                 1.0808,                 1.3244,              0.0001388,              0.0001388,              0.0001388
                     49,                 1.9742,                 1.0485,                 1.2833,                0.75639,                0.53104,                0.61432,                0.27012,                 1.9455,                 1.0737,                 1.3168,               9.92e-05,               9.92e-05,               9.92e-05
                     50,                 1.9714,                 1.0473,                 1.2954,                 0.7602,                0.52827,                0.61451,                0.26991,                 1.9447,                 1.0707,                  1.316,               5.96e-05,               5.96e-05,               5.96e-05
